"filename", "language", "Batch", "Shell Script", "Python", "C++", "PowerShell", "Properties", "Markdown", "TypeScript", "JSON with Comments", "XML", "JavaScript", "JSON", "TypeScript JSX", "PostCSS", "C", "reStructuredText", "Skill", "Assembly", "Ini", "comment", "blank", "total"
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\annotated_doc\__init__.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\annotated_doc\main.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 5, 37
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\annotated_types\__init__.py", "Python", 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 84, 433
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\annotated_types\test_cases.py", "Python", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 30, 152
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\__init__.py", "Python", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 116
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_backends\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_backends\_asyncio.py", "Python", 0, 0, 2413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 513, 3074
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_backends\_trio.py", "Python", 0, 0, 1147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 278, 1457
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_core\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_core\_asyncio_selector_thread.py", "Python", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30, 168
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_core\_contextmanagers.py", "Python", 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 31, 201
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_core\_eventloop.py", "Python", 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 48, 241
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_core\_exceptions.py", "Python", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 26, 178
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_core\_fileio.py", "Python", 0, 0, 654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 156, 961
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_core\_resources.py", "Python", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 19
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_core\_signals.py", "Python", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 5, 30
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_core\_sockets.py", "Python", 0, 0, 523, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 383, 106, 1012
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_core\_streams.py", "Python", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 53
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_core\_subprocesses.py", "Python", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 21, 197
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_core\_synchronization.py", "Python", 0, 0, 435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 156, 773
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_core\_tasks.py", "Python", 0, 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 54, 416
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_core\_tempfile.py", "Python", 0, 0, 406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 78, 614
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_core\_testing.py", "Python", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 18, 83
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\_core\_typedattr.py", "Python", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 17, 82
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\abc\__init__.py", "Python", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 59
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\abc\_eventloop.py", "Python", 0, 0, 298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 54, 411
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\abc\_resources.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 34
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\abc\_sockets.py", "Python", 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 51, 400
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\abc\_streams.py", "Python", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 43, 234
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\abc\_subprocesses.py", "Python", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 14, 80
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\abc\_tasks.py", "Python", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 27, 210
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\abc\_testing.py", "Python", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 11, 74
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\from_thread.py", "Python", 0, 0, 357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 63, 583
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\functools.py", "Python", 0, 0, 294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 69, 401
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\itertools.py", "Python", 0, 0, 489, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 627
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\lowlevel.py", "Python", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 42, 227
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\pytest_plugin.py", "Python", 0, 0, 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 66, 376
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\streams\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\streams\buffered.py", "Python", 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 30, 199
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\streams\file.py", "Python", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 24, 155
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\streams\memory.py", "Python", 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 47, 326
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\streams\stapled.py", "Python", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 31, 148
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\streams\text.py", "Python", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 31, 177
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\streams\tls.py", "Python", 0, 0, 276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 47, 422
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\to_interpreter.py", "Python", 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 43, 247
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\to_process.py", "Python", 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 35, 269
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\anyio\to_thread.py", "Python", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 11, 79
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\__init__.py", "Python", 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 127
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\_compat.py", "Python", 0, 0, 438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 127, 628
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\_termui_impl.py", "Python", 0, 0, 618, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 149, 930
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\_textwrap.py", "Python", 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 30, 189
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\_utils.py", "Python", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 11, 37
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\_winconsole.py", "Python", 0, 0, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 58, 298
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\core.py", "Python", 0, 0, 1224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1982, 337, 3543
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\decorators.py", "Python", 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 291, 63, 552
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\exceptions.py", "Python", 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 69, 348
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\formatting.py", "Python", 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 48, 316
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\globals.py", "Python", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 68
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\parser.py", "Python", 0, 0, 331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 76, 534
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\shell_completion.py", "Python", 0, 0, 382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 104, 681
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\termui.py", "Python", 0, 0, 442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 411, 89, 942
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\testing.py", "Python", 0, 0, 414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 226, 97, 737
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\types.py", "Python", 0, 0, 727, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 368, 215, 1310
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\click\utils.py", "Python", 0, 0, 306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 246, 90, 642
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\fastapi\.agents\skills\fastapi\SKILL.md", "Skill", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 283, 0, 0, 0, 180, 463
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\fastapi\.agents\skills\fastapi\references\dependencies.md", "Markdown", 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 143
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\fastapi\.agents\skills\fastapi\references\other-tools.md", "Markdown", 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 77
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\fastapi\.agents\skills\fastapi\references\streaming.md", "Markdown", 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 106
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\fastapi\__init__.py", "Python", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 26
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\fastapi\__main__.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\fastapi\_compat\__init__.py", "Python", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 41
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\fastapi\_compat\shared.py", "Python", 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 40, 215
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\fastapi\_compat\v2.py", "Python", 0, 0, 398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 64, 494
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\fastapi\applications.py", "Python", 0, 0, 1886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2828, 55, 4769
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\fastapi\background.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 6, 62
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\fastapi\cli.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\fastapi\concurrency.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 42
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\fastapi\datastructures.py", "Python", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 24, 187
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\fastapi\dependencies\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\fastapi\dependencies\models.py", "Python", 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 194
